question_id,category,b_faith,h_faith,b_rel,h_rel,b_tone,h_tone,b_acc,h_acc,b_ground,h_ground,b_sim_ctx,h_sim_ctx,delta_faith,delta_ground,delta_acc,delta_tone,delta_rel,delta_sim_ctx,improved_core
141,SEMH,1.0,1.0,0.8231245203410252,0.7923574615724541,5,4,4,4,4,4,0.5431021707911337,0.6922384521889432,0.0,0,0,-1,-0.03076705876857111,0.14913628139780954,0
142,SEMH,1.0,1.0,0.6132113949642384,0.6592561352531527,5,5,4,5,4,5,0.7767396983287262,0.826860155945546,0.0,1,1,0,0.046044740288914365,0.050120457616819714,1
143,SEMH,0.6666666666666666,0.6666666666666666,0.9047728979829758,0.4903948737368044,4,5,4,4,4,4,0.6668550723301756,0.6401938561276984,0.0,0,0,1,-0.4143780242461714,-0.02666121620247719,0
144,SEMH,0.2,0.2,0.8271098747448734,0.8352718245199222,5,5,4,4,4,4,0.6385066070845997,0.7406733556062555,0.0,0,0,0,0.008161949775048805,0.10216674852165575,0
145,SEMH,0.0,0.1666666666666666,0.9121028376184448,0.8683208738423501,5,5,4,4,3,4,0.7062114380535564,0.652940662192458,0.1666666666666666,1,0,0,-0.04378196377609467,-0.053270775861098296,1
146,SEMH,0.8,1.0,0.7791791928117172,0.8031218566047715,4,4,4,4,4,4,0.7114124485014826,0.7912864340313771,0.19999999999999996,0,0,0,0.02394266379305432,0.07987398552989455,1
147,SEMH,1.0,1.0,0.9075865455548638,0.6614079031888379,5,4,4,4,4,4,0.7693269807122809,0.7272370853185267,0.0,0,0,-1,-0.24617864236602593,-0.042089895393754184,0
148,SEMH,1.0,,0.9209694950497146,0.0,5,3,4,3,4,4,0.7438242455939799,0.8096810712337931,,0,-1,-2,-0.9209694950497146,0.06585682563981321,0
149,SEMH,0.0,0.75,0.6325713120792726,0.8157503643201603,4,4,4,4,3,3,0.4295146781750938,0.6013497963796306,0.75,0,0,0,0.1831790522408877,0.17183511820453679,1
150,SEMH,1.0,1.0,0.7597506361031253,0.5551173401250911,4,4,4,4,4,4,0.6659274456251835,0.6751986178869439,0.0,0,0,0,-0.20463329597803426,0.00927117226176044,0
151,SEMH,0.8,1.0,0.8590590920292079,0.4741057230215167,4,5,4,5,4,5,0.6110533310274241,0.7167452246422464,0.19999999999999996,1,1,1,-0.3849533690076912,0.10569189361482234,1
152,SEMH,1.0,1.0,0.6940696033450182,0.745614351064679,5,5,4,4,4,4,0.5367294856231627,0.5731472572489916,0.0,0,0,0,0.05154474771966078,0.03641777162582893,0
153,SEMH,1.0,1.0,0.8848146963526089,0.4762943589704309,5,4,4,4,3,4,0.6306275279892615,0.767010502325009,0.0,1,0,-1,-0.408520337382178,0.13638297433574753,1
154,SEMH,1.0,1.0,0.7096055194191484,0.9301865054216828,5,5,5,5,4,4,0.6824425352645638,0.7330347757608547,0.0,0,0,0,0.2205809860025344,0.05059224049629096,0
155,SEMH,1.0,0.6,0.8780693846306122,0.8204932383388255,4,4,4,4,4,4,0.5213492132218674,0.5954336754457423,-0.4,0,0,0,-0.057576146291786756,0.07408446222387488,0
156,SEMH,1.0,0.75,0.8733136563888634,0.8661919672319557,4,5,4,4,4,4,0.5401869130160079,0.7397375880688601,-0.25,0,0,1,-0.007121689156907696,0.1995506750528523,0
157,SEMH,1.0,1.0,0.7337332848408722,0.0,5,5,5,4,4,4,0.659664578694331,0.7563473438131797,0.0,0,-1,0,-0.7337332848408722,0.09668276511884866,0
158,SEMH,0.1666666666666666,1.0,0.791068064523512,0.7093303754561248,5,5,4,4,3,3,0.5522897429811843,0.6190726443119225,0.8333333333333334,0,0,0,-0.08173768906738721,0.06678290133073828,1
159,SEMH,1.0,0.8,0.9105617614352428,0.5782310839686651,5,5,4,4,4,4,0.5448168226304163,0.5361780049530922,-0.19999999999999996,0,0,0,-0.33233067746657774,-0.008638817677324107,0
160,SEMH,1.0,1.0,0.8426009540166959,0.8409878086465167,5,5,4,4,4,4,0.6303883038832595,0.740218665483482,0.0,0,0,0,-0.0016131453701792031,0.10983036160022253,0
161,SEMH,1.0,1.0,0.7639430815721303,0.7898813988824281,5,5,4,5,4,5,0.7941598196861248,0.8063899633297787,0.0,1,1,0,0.02593831731029783,0.012230143643653935,1
162,SEMH,0.6,0.6666666666666666,0.7185392743833224,0.8080937549038109,5,3,5,3,4,4,0.7191904642682497,0.6779474909745553,0.06666666666666665,0,-2,-2,0.08955448052048842,-0.04124297329369442,1
163,SEMH,1.0,1.0,0.7987875767343731,0.7027149862435884,4,4,4,4,4,4,0.6522004824269866,0.7888935212182941,0.0,0,0,0,-0.09607259049078465,0.13669303879130756,0
164,SEMH,1.0,1.0,0.0,0.0,5,4,4,4,4,4,0.6732331013311422,0.7419384454019322,0.0,0,0,-1,0.0,0.06870534407078999,0
165,SEMH,0.8,1.0,0.7055498682803076,0.6864950455450488,4,4,4,4,4,4,0.6242380072640316,0.8593723538986574,0.19999999999999996,0,0,0,-0.019054822735258825,0.23513434663462585,1
166,SEMH,1.0,1.0,0.6644571531299915,0.8070657098252069,5,5,4,5,4,5,0.6912179293029861,0.6677466190215371,0.0,1,1,0,0.14260855669521533,-0.023471310281448998,1
167,SEMH,1.0,0.8,0.8145170592528815,0.0,5,3,4,3,4,4,0.5937071408669803,0.6832352551071524,-0.19999999999999996,0,-1,-2,-0.8145170592528815,0.08952811424017215,0
168,SEMH,0.6666666666666666,1.0,0.7735550469964637,0.849067958531526,4,5,4,4,4,4,0.5517897361371521,0.784729094151601,0.33333333333333337,0,0,1,0.07551291153506223,0.23293935801444887,1
169,SEMH,0.0,0.75,0.0,0.0,5,3,4,2,4,3,0.541850950080191,0.5811135272216127,0.75,-1,-2,-2,0.0,0.03926257714142167,1
170,SEMH,1.0,1.0,0.0,0.5378950742876875,5,3,4,3,3,3,0.5480924568905162,0.6665308107252927,0.0,0,-1,-2,0.5378950742876875,0.11843835383477652,0
171,SEMH,1.0,1.0,0.7311911782562861,0.0,5,5,4,4,4,4,0.6168726414546079,0.6529645557939089,0.0,0,0,0,-0.7311911782562861,0.036091914339301034,0
172,SEMH,1.0,1.0,0.6726236919122842,0.5819592397632365,5,5,4,4,4,4,0.6490345841987812,0.7741867342233437,0.0,0,0,0,-0.09066445214904773,0.12515215002456248,0
173,SEMH,0.875,1.0,0.7269804813797571,0.4084427433835296,5,3,5,3,4,4,0.6539057419468994,0.8769821840326159,0.125,0,-2,-2,-0.31853773799622753,0.22307644208571642,1
174,SEMH,1.0,1.0,0.7713194812026862,0.0,5,5,4,5,4,4,0.6251693412701808,0.6368026110702261,0.0,0,1,0,-0.7713194812026862,0.01163326980004531,0
175,SEMH,1.0,0.75,0.7982388093212353,0.6573513305576213,5,4,4,4,4,4,0.5902424236398948,0.551875787383734,-0.25,0,0,-1,-0.14088747876361396,-0.03836663625616077,0
176,SEMH,1.0,1.0,0.8548009530937813,0.7208361149740551,4,5,4,4,4,4,0.6394717946418323,0.8050868605518366,0.0,0,0,1,-0.13396483811972626,0.1656150659100043,0
177,SEMH,1.0,,0.8083757798395973,0.0,5,3,4,3,4,4,0.5877940362244712,0.7035535569894001,,0,-1,-2,-0.8083757798395973,0.1157595207649289,0
178,SEMH,1.0,1.0,0.8948127874443518,0.7836964070604013,5,5,4,4,3,4,0.6018938422215984,0.6645451390048074,0.0,1,0,0,-0.11111638038395044,0.06265129678320902,1
179,SEMH,,1.0,0.448810637377528,0.6598930641421415,5,5,4,4,4,4,0.5068865610483491,0.6939606220003314,,0,0,0,0.21108242676461353,0.1870740609519823,0
180,SEMH,1.0,1.0,0.6663829868642243,0.6901591623697806,4,5,4,4,4,4,0.5355007701834539,0.7004362996057426,0.0,0,0,1,0.02377617550555633,0.16493552942228873,0
181,SEMH,0.0,0.75,0.6390964458911076,0.8182381535551864,5,5,4,4,3,4,0.4395774792793107,0.7176130007021974,0.75,1,0,0,0.17914170766407878,0.2780355214228867,1
182,SEMH,0.0,1.0,0.8455708707211885,0.3834006223159003,4,4,4,4,3,4,0.5291704883481898,0.7076783294399469,1.0,1,0,0,-0.46217024840528825,0.1785078410917571,1
183,SEMH,0.1666666666666666,1.0,0.0,0.6655553626966895,4,4,4,4,3,4,0.5280292077499715,0.7643484660314729,0.8333333333333334,1,0,0,0.6655553626966895,0.23631925828150135,1
184,SEMH,1.0,1.0,0.8057664432178893,0.5056588555643844,4,5,4,4,4,4,0.5032922913908606,0.7822663141178744,0.0,0,0,1,-0.30010758765350487,0.27897402272701377,0
185,SEMH,0.8571428571428571,0.8,0.9186057093653336,0.0,5,3,4,3,4,4,0.6519264372721982,0.7274842498803092,-0.05714285714285705,0,-1,-2,-0.9186057093653336,0.07555781260811101,0
186,SEMH,1.0,1.0,0.7655914753396541,0.7351464830663988,4,5,4,4,3,4,0.4586087738052926,0.5120932862101624,0.0,1,0,1,-0.030444992273255256,0.05348451240486979,1
187,SEMH,1.0,1.0,0.9119339435506078,0.7892595037617456,5,4,4,4,4,4,0.7460493875051072,0.7818201585650917,0.0,0,0,-1,-0.12267443978886217,0.035770771059984496,0
188,Sensory & Physical,1.0,1.0,0.8371131757605262,0.622959900891208,5,5,4,4,4,4,0.6362982634559209,0.6388144669636391,0.0,0,0,0,-0.21415327486931823,0.0025162035077181955,0
189,Sensory & Physical,1.0,1.0,0.9258140055415872,0.0,4,4,4,4,4,4,0.7471971070326348,0.8047222537902331,0.0,0,0,0,-0.9258140055415872,0.057525146757598344,0
190,Sensory & Physical,1.0,0.6,0.8103060548346649,0.5256681664255263,4,3,4,2,3,3,0.6101995559620835,0.7301754628851063,-0.4,0,-2,-1,-0.2846378884091386,0.11997590692302273,0
191,Sensory & Physical,0.0,1.0,0.973518938405388,0.5717761413799974,5,4,4,4,4,4,0.5935393445723574,0.7628627878114586,1.0,0,0,-1,-0.4017427970253905,0.1693234432391012,1
192,Sensory & Physical,1.0,1.0,0.9381095198643304,0.7895772290998311,4,5,4,4,4,4,0.7068876801252992,0.7195255007274455,0.0,0,0,1,-0.14853229076449936,0.012637820602146244,0
193,Sensory & Physical,1.0,0.6,0.8882437187071578,0.5948384456636965,4,3,4,3,4,4,0.7595154770673794,0.7441470048117304,-0.4,0,-1,-1,-0.2934052730434613,-0.01536847225564908,0
194,Sensory & Physical,1.0,1.0,0.7977381331726394,0.4974622812898574,4,4,4,4,3,4,0.5626380340178516,0.6390665179408533,0.0,1,0,0,-0.300275851882782,0.07642848392300172,1
195,Sensory & Physical,0.75,1.0,0.5795915650691899,0.6391435988611479,5,4,4,4,4,4,0.6624964000177006,0.7415708521492415,0.25,0,0,-1,0.05955203379195806,0.07907445213154085,1
196,Sensory & Physical,1.0,1.0,0.8546247195978726,0.8343456534045259,4,5,4,5,4,5,0.7422599273325119,0.8222402455009482,0.0,1,1,1,-0.02027906619334663,0.07998031816843632,1
197,Sensory & Physical,1.0,1.0,0.9414138391838291,0.0,5,4,4,4,4,4,0.5996677847617611,0.7426546099643528,0.0,0,0,-1,-0.9414138391838291,0.14298682520259176,0
198,Sensory & Physical,1.0,0.6666666666666666,0.0,0.822219821264205,5,5,4,4,4,4,0.5226603618147599,0.4633256299670666,-0.33333333333333337,0,0,0,0.822219821264205,-0.059334731847693334,0
199,Sensory & Physical,0.3333333333333333,0.6666666666666666,0.8879606683414458,0.0,5,4,4,4,3,4,0.431115324690599,0.7384264030622029,0.3333333333333333,1,0,-1,-0.8879606683414458,0.3073110783716039,1
200,Sensory & Physical,0.4,1.0,0.5889411236967369,0.6626694259100665,4,5,4,4,4,4,0.5052722796222204,0.7246166839661582,0.6,0,0,1,0.0737283022133296,0.21934440434393776,1
201,Sensory & Physical,1.0,1.0,0.7554507081624916,0.0,4,4,4,4,4,4,0.6538182234102412,0.6870779471129171,0.0,0,0,0,-0.7554507081624916,0.033259723702675936,0
202,Sensory & Physical,1.0,0.6666666666666666,0.8201051748952265,0.7673467309254915,5,5,4,4,4,4,0.4613296299634011,0.4287425785879771,-0.33333333333333337,0,0,0,-0.05275844396973495,-0.032587051375424,0
203,Sensory & Physical,1.0,0.75,0.0,0.5213012656307002,5,5,4,4,4,4,0.56703323780269,0.6415252665493301,-0.25,0,0,0,0.5213012656307002,0.07449202874664007,0
204,Sensory & Physical,,1.0,0.9792343927790806,0.6832482440358998,5,4,4,4,4,4,0.7125793640875422,0.7046438921548318,,0,0,-1,-0.29598614874318085,-0.00793547193271038,0
205,Sensory & Physical,1.0,1.0,0.8692910287240552,0.7870030186913022,5,5,4,4,4,4,0.6909835112302423,0.610926575652919,0.0,0,0,0,-0.08228801003275299,-0.0800569355773233,0
206,Sensory & Physical,1.0,0.8,0.0,0.0,5,4,4,4,4,4,0.4998134663285978,0.6147491914293154,-0.19999999999999996,0,0,-1,0.0,0.11493572510071759,0
207,Sensory & Physical,1.0,0.75,0.8561015478144606,0.7356587250993901,4,3,4,3,4,4,0.6043598645259486,0.6115671291116198,-0.25,0,-1,-1,-0.12044282271507045,0.007207264585671225,0
208,Sensory & Physical,1.0,1.0,0.768036427712904,0.3817963960276024,5,4,4,3,4,3,0.4243467680086599,0.770417974965913,0.0,-1,-1,-1,-0.38624003168530163,0.34607120695725313,0
209,Sensory & Physical,1.0,0.5,0.8903727099930622,0.668034677624286,5,5,4,4,4,4,0.6822736299454178,0.6292104109182829,-0.5,0,0,0,-0.22233803236877614,-0.053063219027134956,0
210,Sensory & Physical,0.0,0.25,0.7306956279325473,0.4481551917646173,5,5,4,4,4,4,0.593498413378681,0.7771950730242904,0.25,0,0,0,-0.28254043616792995,0.18369665964560933,1
211,Sensory & Physical,1.0,0.8,0.8311325319593905,0.5554344534028602,4,4,4,4,4,4,0.5567994654680278,0.7296128063922486,-0.19999999999999996,0,0,0,-0.2756980785565303,0.17281334092422074,0
212,Sensory & Physical,0.75,1.0,0.8304364704805764,0.7228561869745981,4,4,4,4,4,4,0.5089610886321956,0.7372361470049794,0.25,0,0,0,-0.10758028350597837,0.22827505837278383,1
213,Sensory & Physical,1.0,1.0,0.8646307832308354,0.7047156214742013,5,4,4,4,4,4,0.82021510482657,0.88380201987676,0.0,0,0,-1,-0.15991516175663412,0.06358691505018998,0
214,Sensory & Physical,0.6,1.0,0.9234689801613992,0.6263443611705167,5,4,4,4,4,4,0.4547438187819638,0.7030863299230847,0.4,0,0,-1,-0.2971246189908825,0.24834251114112094,1
215,Sensory & Physical,1.0,1.0,0.9723131279091553,0.8368472333493742,5,5,4,4,4,4,0.6637040678758792,0.7433485002003759,0.0,0,0,0,-0.13546589455978109,0.0796444323244967,0
216,Sensory & Physical,0.8,1.0,0.8512174340162111,0.4353073741748625,5,5,4,4,4,4,0.6832764899494727,0.8359975655465162,0.19999999999999996,0,0,0,-0.4159100598413486,0.1527210755970435,1
217,Sensory & Physical,1.0,0.75,0.9205527683577992,0.0,5,4,4,4,4,4,0.5735159289513573,0.7520280536611583,-0.25,0,0,-1,-0.9205527683577992,0.17851212470980105,0
218,Sensory & Physical,1.0,1.0,0.8524198809175574,0.6477871735967483,4,4,4,4,4,4,0.65992086567365,0.59764198752127,0.0,0,0,0,-0.20463270732080907,-0.06227887815238009,0
219,Sensory & Physical,1.0,0.4,0.7593123407779044,0.7841032201320955,5,5,5,5,4,4,0.7591228827222927,0.7365315030933272,-0.6,0,0,0,0.02479087935419111,-0.022591379628965513,0
220,Sensory & Physical,0.75,,0.6795644458178467,0.6362012390560002,5,4,4,4,4,4,0.6031664873416777,0.6580067909406462,,0,0,-1,-0.04336320676184646,0.05484030359896852,0
221,Sensory & Physical,0.3333333333333333,1.0,0.7736128684439599,0.5385618381744907,5,4,4,4,4,4,0.4299112653561049,0.5113319751005454,0.6666666666666667,0,0,-1,-0.23505103026946927,0.08142070974444049,1
222,Sensory & Physical,0.6,,0.0,0.0,5,3,4,3,4,4,0.5546794489286375,0.5962150538976467,,0,-1,-2,0.0,0.04153560496900921,0
223,Sensory & Physical,1.0,1.0,0.6069668271981737,0.0,4,4,4,4,4,4,0.6206893827124907,0.6027109688375327,0.0,0,0,0,-0.6069668271981737,-0.01797841387495802,0
224,Sensory & Physical,,1.0,0.0,0.7244194211046203,5,4,4,4,4,4,0.6964335453064336,0.7787826143787754,,0,0,-1,0.7244194211046203,0.08234906907234174,0
225,Sensory & Physical,,1.0,0.8931921139194019,0.6224089956015916,5,5,4,5,4,4,0.6791430456830063,0.6155541767585758,,0,1,0,-0.2707831183178103,-0.0635888689244305,0
226,Sensory & Physical,1.0,0.0,0.7363399399777074,0.6690488693727138,5,4,4,3,3,4,0.6426557142475808,0.7718996874880953,-1.0,1,-1,-1,-0.06729107060499362,0.1292439732405145,1
227,Sensory & Physical,1.0,0.6666666666666666,0.8671844018581858,0.8191177477502709,5,5,4,4,4,4,0.518739774918647,0.6821947632616143,-0.33333333333333337,0,0,0,-0.048066654107914886,0.16345498834296734,0
228,Sensory & Physical,,1.0,0.9489743742448166,0.3811281000764279,4,5,4,5,4,5,0.7959235835894076,0.8258416416893034,,1,1,1,-0.5678462741683887,0.029918058099895783,1
229,Sensory & Physical,1.0,1.0,0.0,0.7629935883765002,4,4,4,4,4,4,0.5547909048650005,0.6011145240992256,0.0,0,0,0,0.7629935883765002,0.04632361923422512,0
230,Sensory & Physical,1.0,1.0,0.7480078103415617,0.7140388955405443,5,5,4,4,4,4,0.3437619715108412,0.635925868257171,0.0,0,0,0,-0.03396891480101738,0.2921638967463298,0
231,Sensory & Physical,1.0,1.0,0.8358130412441476,0.732805416604677,5,5,5,4,4,4,0.6441170903703013,0.6296283794901559,0.0,0,-1,0,-0.10300762463947055,-0.014488710880145361,0
232,Sensory & Physical,0.0,1.0,0.7994702635136042,0.6247192007460357,4,4,4,3,4,4,0.615933847016965,0.7587002414367848,1.0,0,-1,0,-0.17475106276756847,0.14276639441981986,1
233,Sensory & Physical,0.4,0.8,0.8573475446525983,0.729601151069233,5,4,4,4,4,4,0.6167689952273439,0.7658806858991374,0.4,0,0,-1,-0.12774639358336537,0.14911169067179353,1
234,Sensory & Physical,1.0,1.0,0.8502107267262305,0.5038906573204343,5,5,4,4,4,4,0.7531762999877469,0.6660265540174076,0.0,0,0,0,-0.3463200694057963,-0.08714974597033931,0
235,Sensory & Physical,1.0,1.0,0.6075480631030452,0.829832656462339,5,5,4,4,4,4,0.7188612075925397,0.8085046433849534,0.0,0,0,0,0.22228459335929374,0.08964343579241374,0
236,Sensory & Physical,0.0,1.0,0.7406065046223634,0.0,4,5,4,4,4,4,0.2208425400557881,0.4548754512366055,1.0,0,0,1,-0.7406065046223634,0.2340329111808174,1
237,Sensory & Physical,1.0,1.0,0.8681586621633043,0.6584390675744777,4,4,4,4,4,4,0.6854618824942726,0.5668822616756182,0.0,0,0,0,-0.2097195945888266,-0.11857962081865447,0
238,Sensory & Physical,0.4,0.0,0.9837456156743826,0.6923473671336954,4,5,4,4,4,4,0.698245660615239,0.7211925704971052,-0.4,0,0,1,-0.2913982485406872,0.022946909881866207,0
239,Sensory & Physical,1.0,1.0,0.6200718796492564,0.5643386515653624,4,4,4,4,4,4,0.8080053378475833,0.8258544781353233,0.0,0,0,0,-0.055733228083893915,0.017849140287739984,0
240,Sensory & Physical,1.0,0.75,0.506108426366729,0.6203822309169088,4,5,4,4,4,4,0.6124432336211229,0.7052029673577489,-0.25,0,0,1,0.11427380455017977,0.09275973373662605,0
241,Sensory & Physical,0.3333333333333333,1.0,0.8862233176396721,0.6842307572824735,5,5,4,5,4,4,0.5599514778628658,0.6062796517227688,0.6666666666666667,0,1,0,-0.2019925603571986,0.046328173859902955,1
242,Sensory & Physical,1.0,1.0,0.804699528169368,0.0,5,5,4,4,4,4,0.6499276515004383,0.8036673993811353,0.0,0,0,0,-0.804699528169368,0.153739747880697,0
243,Sensory & Physical,0.6666666666666666,1.0,0.6223852555562898,0.0,4,4,4,4,4,4,0.6386111062281815,0.6396684044558931,0.33333333333333337,0,0,0,-0.6223852555562898,0.0010572982277116116,1
244,Sensory & Physical,0.8,1.0,0.720426046635759,0.3164338681425578,5,5,4,4,4,4,0.5329523859944845,0.6439994067873459,0.19999999999999996,0,0,0,-0.40399217849320124,0.11104702079286144,1
245,Sensory & Physical,1.0,0.8333333333333334,0.8319076450330649,0.5025425477495842,5,4,4,4,4,4,0.521099246362877,0.6111910626748766,-0.16666666666666663,0,0,-1,-0.32936509728348073,0.09009181631199958,0
246,Sensory & Physical,0.0,1.0,0.9610461282450352,0.5950667567970291,5,4,4,4,4,4,0.6963116860695091,0.7988374891438234,1.0,0,0,-1,-0.3659793714480061,0.10252580307431425,1
247,Sensory & Physical,1.0,0.5,0.6622636577791426,0.5650519395995565,4,4,4,4,4,4,0.637131772375684,0.6649187150770905,-0.5,0,0,0,-0.09721171817958618,0.02778694270140658,0
248,Sensory & Physical,1.0,1.0,0.6869359609212795,0.5879077044727652,5,5,4,4,4,4,0.6083035261480273,0.6869912474221825,0.0,0,0,0,-0.09902825644851432,0.07868772127415524,0
249,Sensory & Physical,1.0,1.0,0.8286334645382728,0.0,4,4,4,4,4,4,0.566974050214745,0.7625694152274736,0.0,0,0,0,-0.8286334645382728,0.19559536501272856,0
250,Sensory & Physical,0.0,0.4,0.0,0.0,4,3,4,3,4,4,0.4575725063891566,0.6411648843371319,0.4,0,-1,-1,0.0,0.18359237794797534,1
