id,category,question,answer,contexts,faithfulness,answer_relevancy
138,SEMH,What are the best ways to support a child with 'Anxiety' during exam season?,"Staff may consider providing a quiet space for the pupil to take exams or complete assessments, away from distractions and noise. The school can also offer regular breaks during exam periods to help manage stress levels and provide opportunities for relaxation techniques, such as deep breathing exercises or mindfulness activities. It is essential to note that individual pupils' needs may vary, so it's crucial to work closely with the SENCo to develop a tailored support plan.","[""break/lunchtimes. Implementing a visual schedule for the pupil and allowing them to\nchange their routine resulted in reduced disruptive behaviour: they became calmer, more\ncomfortable and confident. The support in place for this child had a positive impact for\nother students, as there were fewer disruptions in class. This enabled all students to\nengage more effectively in their learning.\nThe child now transitions more smoothly, with less anxiety, and can\nfocus better when entering a new activity. Diarist - Teacher, Primary\nsetting\nA SLT diarist in a primary setting detailed how they had applied the AET training on\nautism in their classroom setting, which led to a calmer environment and improved\nstudent behaviour, as shown below.\n87\nUsing the AET environmental checklist to create positive learning\nenvironments\nAn SLT member of staff at a single-form primary setting used the Environmental\nChecklist from the AET practical support pack on Understanding Autism and Anxiety\n\nattention, impulse control, and behavioural regulation that disrupt classroom routines and\nsocial relationships, while those with anxiety may quietly disengage or avoid school\naltogether. Children who experience externalising and/or internalising difficulties\nfrequently struggle to access and participate fully in learning without timely and\nappropriate support.\n9\nAims\nThe goal of this review is to synthesise evidence-based strategies in the identification,\nsupport, and collaborative practices available to mainstream teachers in supporting\nchildren and young people with SEMH difficulties. Our research questions are as follows.\nIdentification:\nWhich formal and informal methods and measurement tools are available to\npractitioners to identify SEMH needs within diverse classroom settings?\nFor which ages or age ranges can these tools be used?\nWhat are the performance parameters of these measurement tools (e.g.,\nreliability/validity/specificity)?\n\nIn terms of improving the effectiveness of access arrangements, Lovett and Nelson\n(2021) also reviewed six documents focused on improving current practices for\nsupporting students with ADHD. This resulted in a few key important findings. First, in-\nservice training can increase teachers' willingness and reported use of accommodations,\nthough effectiveness of the accommodation was not evaluated. Second, functional\nassessment offers a promising method for tailoring accommodations to individual needs.\nFinally, training secondary school students with ADHD in self-advocacy can enhance\ntheir ability to request appropriate support.\nTargeted exam support for children and young people with ADHD summary\nExam access arrangement as human readers\nTeacher training on exam access arrangements\nTraining on using access arrangements for children and young people\nSelf-regulation and organisation skills\nMany children with different types of SEND, including those with SEMH needs, often""]",1.0,0.0
139,SEMH,How do I manage a student who displays 'Challenging Behaviour' as a result of unmet needs?,"When managing a student who displays challenging behaviour due to unmet needs, staff may first consider conducting a thorough assessment to identify the underlying causes of the behaviour. This can involve consulting with other professionals, such as the SENCo or educational psychologist, and gathering information from parents/carers about the student's background and experiences. The school can then develop a tailored support plan that addresses the specific needs of the student, including any necessary accommodations or modifications to their learning environment.","[""withdrawn or isolated, as well as displaying challenging, disruptive or disturbing\nbehaviour. These behaviours may reflect underlying mental health difficulties such\nas anxiety or depression, self-harming, substance misuse, eating disorders or\nphysical symptoms that are medically unexplained. Other children and young people\nmay have disorders such as attention deficit disorder, attention deficit hyperactive\ndisorder or attachment disorder.\n6.33 Schools and colleges should have clear processes to support children and young\npeople, including how they will manage the effect of any disruptive behaviour so it\ndoes not adversely affect other pupils. The Department for Education publishes\nguidance on managing pupils' mental health and behaviour difficulties in schools -\nsee the References section under Chapter 6 for a link.\nSensory and/or physical needs\n6.34 Some children and young people require special educational provision because they\n\nchallenging may express their needs, discomfort or confusion through actions. This can\nlead to pupils with SEND being disproportionately subject to the use of reasonable force\nand other restrictive interventions.\nSchools should seek to understand the underlying triggers of challenging behaviour so\nthat they can provide proactive support, create an inclusive environment and consider the\nimpact of school policies on pupils with SEND. For example, schools should consider\nhow the school culture and environment may be experienced differently by pupils with\nSEND and seek to support pupils to cope with situations that they may find distressing.\nSchools should utilise staff who know individual pupils well to help identify and manage\nrisk such as trigger points when challenging behaviour is more likely to occur, and\ndevelop proactive strategies to reduce the likelihood of reasonable force and/or other\nrestrictive interventions being used. They should also work with the pupil, parents and\n\n3.13 Admission authorities must not refuse to admit a child thought to be\npotentially disruptive, or likely to exhibit challenging behaviour, on the grounds\nthat the child is first to be assessed for special educational needs.\nFair Access Protocols\n3.14 Each local authority must have a Fair Access Protocol to ensure that\nunplaced and vulnerable children, and those who are having difficulty in\nsecuring a school place in-year, are allocated a school place as quickly as\npossible.\n76 For the purposes of this Code, behaviour can be described as challenging where it would be\nunlikely to be responsive to the usual range of interventions to help prevent and address pupil\nmisbehaviour or it is of such severity, frequency, or duration that it is beyond the normal range\nthat schools can tolerate. We would expect this behaviour to significantly interfere with the\npupil's/other pupils' education or jeopardise the right of staff and pupils to a safe and orderly\nenvironment.""]",1.0,0.8910560169525062
140,SEMH,What are the benefits of 'Nurture Groups' in primary schools?,"Staff may find that Nurture Groups provide a supportive environment for pupils who struggle with social and emotional difficulties, helping to improve their self-esteem and confidence. These groups can also help to reduce challenging behavior by providing a safe space for pupils to express themselves and develop essential life skills. However, it is essential to note that the effectiveness of Nurture Groups may vary depending on the specific needs of the school and its pupils.","['1:1 support for individual academic, curriculum and behaviour needs including\nemotional regulation and literacy, and improving social skills\naccess to specialist support like mental health services, speech and language\ntherapists or educational psychologists as part of local ""team around the child""\nmeetings.\n68\nIn St George\'s this is being delivered in a specially designed in-school nurture space.\nThe support from the alternative provision school gives its pupils the confidence to engage\nin their education within a calm, safe and supportive environment. The school\'s\nheadteacher believes that this collaboration has provided valuable support which has\nimproved the children\'s wellbeing and reduced the risk of suspension or preventable\npermanent exclusion.\nSupport from Social Care\n73. We recognise the importance of aligning SEND reforms with those set out in the\nChildren\'s Social Care Implementation Strategy. Together, the reforms are designed to\n\nsafety and a shared sense of belonging. By focusing on support, schools can build\nbehaviour systems that nurture rather than exclude. Adapting learning environments and\nrooting behaviour policies in a calm and inclusive school culture is vital to ensuring that\nevery child, regardless of background, ability, or neurotype, feels safe and valued and is\nable to attain and thrive [41]. Structure, routine and predictability are important aspects of\nthe learning environment but must not be at the expense of understanding children and\nyoung people\'s individual needs. Embedding values of acceptance and curiosity\nencourages children to see difference as a strength and creates a school community\nwhere diversity is celebrated, not managed [16]. In this kind of environment, learning\nbecomes more meaningful and more accessible for everyone, and attainment and broader\noutcomes will improve [42].\nThere is evidence that some traditional classroom models and rigid behaviour systems\n\nas well as a more efficient and collaborative way to use resources based on\nlocal needs. Groups can also be a positive forum for collaboration between\nschools, providing a structure for peer review, support, and challenge to\nimprove inclusion across areas, as well as early intervention via cohort\ncommissioning. Working collaboratively will help schools to set consistent\nstandards and ensure that all schools contribute to, and have access to,\nshared resources to best support their cohort of children and young people.\nWe will consult on the composition of school groups, including MATs which\nare able to deliver the key functions to be a group in and of themselves.\nWe believe that the following principles should guide our expansion of\nsuch collaborative models:\nThere should be clear connection across the local SEND system,\nfacilitated by collaborative working and close alignment of school plans\nwith other local plans.']",0.8,0.0
141,SEMH,How can I support a student with 'Pathological Demand Avoidance' (PDA) and SEMH?,"When supporting a student with Pathological Demand Avoidance (PDA) and Social, Emotional, and Mental Health (SEMH) needs, staff may use strategies such as offering choices and involving the pupil in decision-making to reduce anxiety and increase engagement. The school can also provide a calm and predictable environment by minimizing transitions and providing clear, concise instructions. It is essential to note that each student with PDA will have unique needs, so it's crucial to work closely with parents and other professionals to develop a tailored support plan.","[""for children and young people with SEMH (reported as EBD in the original study) and\nreading difficulties. Findings suggest that teachers supporting students with EBD in\nreading require enabling conditions to be effective (Bettini et al., 2020). This includes\naccess to professional development in evidence-based reading instruction, time for\ncollaboration with literacy and behaviour specialists, and structured support systems.\nThese conditions can increase the use of effective methods such as explicit code-based\ninstruction, vocabulary teaching, differentiated instruction, and peer-mediated\napproaches, thereby improving student engagement. Second, the use of independent\nsilent reading should be carefully evaluated for this group. Overreliance on this strategy\nmay reduce opportunities for explicit, teacher-led instruction and may inadvertently\nreinforce avoidance behaviours, particularly if used in response to challenging behaviour.\n\n2000; 2016). This can be problematic as negative beliefs and attitudes towards SEMH\ncan influence support strategies and student performance outcomes (e.g., Sherman et\nal., 2008). Thus, it is important that educational professionals have a foundational\nunderstanding of SEMH needs and how these needs may influence engagement and\nparticipation in learning with accurate and up-to-date information to effectively identify\nand provide support for students with SEMH needs.\nThree systematic reviews in our REA specifically investigated the impact of teacher and\nschool staff's knowledge, understanding, and beliefs about SEMH on identification.\nAccording to a systematic review by Johnson and colleagues (2023) teachers with\ngreater knowledge of ADHD were more likely to recognise the need for professional\nassessment and to express an intention to seek help for a child showing signs of the\ncondition. In contrast, educators with less knowledge were more inclined to manage the\n\nlong-term adverse outcomes, such as academic underachievement, exclusion, and\nreduced participation in education, employment, or training (Arnold & Baker, 2013; Hurry\net al., 2018; Martin-Denham, 2020; Nye et al., 2016). It is therefore important that schools\nand early years settings adopt a proactive, evidence-informed approach to the early\nidentification and educational support of SEMH, framed by collaboration with families and\nspecialist services.\nThis review focuses specifically on two of the most commonly presenting needs of SEMH\nneeds within school contexts: externalising and internalising difficulties. These were\nselected not only due to their prevalence but because of their strong association with\nreduced educational attainment, school disengagement, and Emotionally Based School\nAvoidance (EBSA). For example, pupils with ADHD often experience difficulties with\nattention, impulse control, and behavioural regulation that disrupt classroom routines and""]",1.0,0.8231245203410252
142,SEMH,What is the role of 'Emotion Coaching' in the classroom?,"Staff may use Emotion Coaching as a strategy to support pupils in managing their emotions and developing self-regulation skills. This involves acknowledging and validating pupils' feelings, while also teaching them how to manage those emotions effectively. By doing so, staff can help create a safe and supportive learning environment that promotes social-emotional learning and academic success.","[""Acting on the guidance\nIntervention Foundation (EIF). It also draws on a wider\nbody of evidence and expert input.\nThe recommendations in this guidance report provide\na starting point for school leaders to critically review\nCurrently, most of the evidence regarding Social and\nhow they support children's social and emotional\nEmotional Learning ('SEL') is focused on intervention\ndevelopment. This could include auditing their current\nprogrammes with little guidance on the types of strategies\napproach to PSHE or Relationships and Health education\nor practices that teachers can integrate into their everyday\nand how it links to classroom teaching, their behaviour\nteaching. The evidence review aimed to summarise what\nmanagement or anti-bullying policies, or their training\nis known about the former, and to conduct new analysis\nand support for staff. If schools have\non the latter, in order that this guidance can provide\nbought a SEL programme, it might\n\nregularly referenced (see Box 1). Teachers can also\nokay to feel angry, for example, but not okay to act\ndevelop children's ability to tell others how they are\nin ways that hurt others.\nfeeling by, for example:\nteaching them to use 'l' messages (articulating how\nyou feel and why): 'I feel X because\nproviding supportive prompts to children who have\ndifficulty talking about their emotions, such as: 'It\nlooks like you might be feeling sad, can you tell me\nwhat happened?'. The simple act of naming the\nemotion can help children understand it more clearly.\nBox 1: Feelings display\nCreate a 'feelings display' in the classroom (for\nFeelings wheel: to support explicit teaching and\nexample, feelings tree with the leaves as different\npractice of new vocabulary\nfeelings words, emoticon board, feelings wheel,\nposter or dictionary). The teacher can introduce the\nvocabulary in the display, and then use the display in\nExcited\nmany ways on an ongoing basis, for example:\nEnergetic\nHappy\nNervous\n\nthe right support, children learn to\nTo arrive at the recommendations, we reviewed the\narticulate and manage their emotions,\nbest available international research and consulted with\ndeal with conflict, solve problems,\nteachers and other experts. We identified a group of\nunderstand things from another\ncore skills and strategies that occur frequently in social\nperson's perspective, and communicate\nand emotional learning programmes that have good\nin appropriate ways. These 'social\nevidence of impact, and suggest ways of embedding\nand emotional skills' are essential\nthese in the classroom and beyond.\nfor children's development, support\neffective learning, and are linked to\nThe international evidence in this area is extensive\npositive outcomes in later life.\nbut knowledge of how best to implement it in English\nschools is not yet as strong as we would like, so\nHowever, many schools feel that there's little time\nan over-arching recommendation focuses on the""]",1.0,0.6132113949642384
143,SEMH,How should SEMH support for a pupil be recorded and reviewed in an SEND support plan?,"Staff may record SEMH (Social, Emotional and Mental Health) support provided to a pupil in the 'Additional Support' or 'Interventions' section of the SEND support plan. This should include details of the strategies used, frequency and duration of sessions, and any progress made by the pupil. The school can also use a separate tracking sheet or log to monitor SEMH interventions and review this alongside other SEND support plan data.","['and details the additional support required beyond what is provided through standard\nSEN support (DfE/DoH, 2025).\nThere has been a growing focus on using evidence-based practices to guide educational\nsupport for pupils with SEND. These are strategies, interventions, or approaches that\nhave been systematically researched and shown to bring about meaningful change,\nimprove outcomes, or solve problems in a particular context (Cook et al., 2012; Slavin,\n2002, 2008a).\nThis cross-cutting themes review sits alongside a series of Rapid Evidence Assessments\n(REAs) focused on the four broad areas of special educational need and disability\n(SEND) as defined in the SEND Code of Practice (DfE/DoH, 2015):\n1. Communication and interaction\n2. Cognition and learning\n3. Social, Emotional and Mental Health (SEMH) difficulties\n4. Sensory and/or physical needs\nThese categories provide a helpful structure for organising provision, but in practice,\n\npersonalised materials. This support will be recorded in an Individual\nSupport Plan (ISP) that develops with the child or young person.\nIndividual Support Plans (ISPs)\nSettings will have a statutory duty to record and monitor special\neducational needs and provision in an Individual Support Plan (ISP) for\nchildren and young people with SEND.\nISPs will be digital documents that evolve as a child\'s needs change.\n47/141\n4/11/26, 4:06 PM\nSEND reform: putting children and young people first (HTML version) - GOV.UK\nISPs will be tailored in line with the layers of support, with guidance\nprovided to help settings ensure they are high-quality.\n""There should be a national format for recording needs and support,\nso children are not treated differently depending on their postcode."" -\nParent, National Conversation online portal, 2025.\nGood communication is a vital part of reforming the SEND system. Families,\nsettings, and professionals need to share a clear understanding of what\n\nalignment with the SEND Code of Practice (DfE/DoH, 2015).\nAs defined in the SEND Code of Practice (DfE/DoH, 2015), SEMH needs refer not to a\nspecific diagnosis but to a broad category of need that may be expressed through\nexternalising behaviours (e.g., aggression, oppositionality) or internalising behaviours\n(e.g., anxiety, withdrawal), often in combination. For example, one pupil may present with\npersistent defiance and disruption, while another may appear quiet and disengaged, yet\nboth may be struggling with underlying emotional distress. Additionally, SEMH needs\nfrequently co-occur with other learning or developmental needs, including language or\ncommunication difficulties, literacy difficulties, and autism, which can lead to a complex\nprofile of strengths and challenges requiring holistic assessment and support. This review\nadopts a needs-based perspective in line with the SEND Code of Practice (DfE/DoH,']",0.6666666666666666,0.9047728979829758
144,SEMH,What are the best strategies for students with 'Oppositional Defiant Disorder' (ODD)?,"Staff may find it helpful to use a calm and non-confrontational approach when interacting with pupils who have Oppositional Defiant Disorder (ODD), as this can help to reduce conflict and promote more positive interactions. The school can also consider using strategies such as setting clear boundaries, offering choices, and providing regular breaks to help manage the pupil's behavior. It is essential to note that ODD is often comorbid with other conditions, so a comprehensive assessment by a specialist may be necessary to inform effective support.","[""How early intervention can reduce defiant behavior-and win back teaching time.\nAmerican Educator, 6-21.\nWANG, M.-T., L. DEGOL, J., AMEMIYA, J., PARR, A. & GUO, J. 2020. Classroom\nclimate and children's academic and psychological wellbeing: A systematic review\nand meta-analysis. Developmental Review, 57, 100912.\n*WARD, R. J., BRISTOW, S. J., KOVSHOFF, H., CORTESE, S. & KREPPNER, J. 2022.\nThe Effects of ADHD Teacher Training Programs on Teachers and Pupils: A\nSystematic Review and Meta-Analysis. Journal of Attention Disorders, 26, 225-\n244.\n73\nWATTS, G. W., BRYANT, D.P. & CARROLL, M. L. 2019. Students With Emotional-\nBehavioral Disorders as Cross-Age Tutors: A Synthesis of the Literature.\nBehavioral Disorders, 44, 131-147.\nWEHBY, J. H., LANE, K. L. & FALK, K. B. 2003. Academic instruction for students with\nemotional and behavioral disorders. Journal of Emotional and Behavioral\nDisorders, 11, 194-197.\nWOLERY, M., HOLCOMBE, A., CYBRIWSKY, C., DOYLE, P.M., SCHUSTER, J. W.,\n\nneeds.\nA range of instructional strategies were investigated across the studies in our REA aimed\nat improving various academic outcomes for students with SEMH needs. Many of these\napproaches share common principles: they minimise cognitive load, provide structure,\nbreak tasks into manageable steps, use clear prompts/cues, explicit instruction, use\nmotivation techniques, and encourage positive relationships. Five studies in our REA\nreported on instructional techniques for children and young people with SEMH needs.\nTwo systematic reviews of single-case study designs (Ralston et al., 2014; Tan, 2016)\nfound different prompting techniques such as constant time delay or discrete cuing when\nstudents are off-task can be effective in keeping children and young people (aged 6 to\n18) with SEMH needs (i.e., students recorded with- or at-risk for EBD) on task and with\ncompleting their work.\n1. Constant Time Delay is a systematic instructional strategy used to teach new\n\nregulation, self-monitoring, and organisational skills. These challenges are associated\nwith poorer academic outcomes, while improvements in these areas have been linked to\nbetter educational performance (Kauffman, 2005; Polsgrove & Smith, 2004). Self-\nregulation strategies are effective because they provide the structured, scaffolded\napproaches needed to support attention and executive function difficulties as well as\nmotivation to promote independence.\nFor example, one systematic review of single-case studies (Alsalamah, 2017) found that\nchildren with ADHD who were taught various self-monitoring strategies such as using\ncards or checklists demonstrated improvements in classroom engagement,\npreparedness, and on-task behaviour. The use of reinforcements (e.g., stickers) often\nfurther improved this behaviour.\nSimilarly, Didion et al (2015) found that interventions that incorporated one or more\ncomponents of self-determination skills positively impacted a range of reading outcomes""]",0.2,0.8271098747448734
145,SEMH,How can I help a student who is struggling with 'Rejection Sensitivity' in ADHD?,"Staff may help a student with Rejection Sensitivity in ADHD by providing clear and specific feedback that avoids criticism or blame. This can be achieved by focusing on the behaviour or action rather than making personal comments about the student's abilities or worth. It is essential to maintain a calm and empathetic tone when delivering feedback, as this can help reduce feelings of anxiety and defensiveness.","[""In terms of improving the effectiveness of access arrangements, Lovett and Nelson\n(2021) also reviewed six documents focused on improving current practices for\nsupporting students with ADHD. This resulted in a few key important findings. First, in-\nservice training can increase teachers' willingness and reported use of accommodations,\nthough effectiveness of the accommodation was not evaluated. Second, functional\nassessment offers a promising method for tailoring accommodations to individual needs.\nFinally, training secondary school students with ADHD in self-advocacy can enhance\ntheir ability to request appropriate support.\nTargeted exam support for children and young people with ADHD summary\nExam access arrangement as human readers\nTeacher training on exam access arrangements\nTraining on using access arrangements for children and young people\nSelf-regulation and organisation skills\nMany children with different types of SEND, including those with SEMH needs, often\n\ncondition. In contrast, educators with less knowledge were more inclined to manage the\nchild's difficulties on their own, without external support. In some cases that were\nreported, teachers with more negative beliefs about ADHD (e.g., the belief that ADHD\nstudents have lower IQ than non-ADHD students) were less likely to use evidence-based\n19\nbehavioural management strategies. However, findings also indicated that teachers'\nknowledge and understanding of mental health and ADHD may improve with first-hand\nexperience with children with these difficulties and through specialised training\nprogrammes. Johnson et al.'s (2023) review also demonstrated that teacher training\ncould lead to more positive attitudes and beliefs about conditions such as ADHD, which\nin turn may lead to increased use of evidence-based behavioural management\nstrategies. Another review investigating early identification of eating disorders also found\n\ninternalising difficulties. Similarly, student-report screeners identified twice as many at-\nrisk students as teacher nomination, especially in terms of internalising difficulties. This\nresult likely occurred because teachers are more likely to notice and nominate students\nwith more obvious or severe difficulties, such as frequent disruptive behaviour. Screeners\nmay also be better than teacher nomination at identifying ADHD needs. This was also\nsupported in the review by Mulraney et al. (2022) who found that parent-report and\nstudent self-report were the most accurate when screening for ADHD, however, teacher-\nreport scales can still be effective (Staff et al., 2021). The accuracy of teacher-nomination\nwas also found to be low for students at risk of suicide.\nIn another systematic review of screening methods, Garcia-Rosales et al. (2024)\ninvestigated agreement between parent report and teacher report on screeners for ADHD""]",0.0,0.9121028376184448
146,SEMH,What is the impact of 'Cyberbullying' on a student's mental health at school?,"Staff may be concerned about the potential impact of cyberbullying on a student's mental health. Cyberbullying can have a significant and long-lasting effect on a student's mental well-being, leading to increased anxiety, depression, and low self-esteem. It is essential for staff to be aware of the signs of cyberbullying and take swift action to support affected students.","[""involved.\n483. Schools and colleges should also consider the potential impact of social\nmedia in facilitating the spreading of rumours and exposing victims' identities. The\nunique challenges regarding social media are discussed at paragraph 470 along\nwith potential support. In addition, the principles described in Childnet's\ncyberbullying guidance could be helpful.\nRisk assessment\n484. When there has been a report of sexual violence, the designated\nsafeguarding lead (or a deputy) should make an immediate risk and needs\nassessment. Where there has been a report of sexual harassment, the need for a\nrisk assessment should be considered on a case-by-case basis. The risk and\nneeds assessment for a report of sexual violence should consider:\n14⁵|t is not the role of schools and colleges to provide legal advice or support to victims, alleged\nperpetrators or parents in respect of a criminal justice process. Rather, schools and colleges should be\n\nor the absence of severe discord\nrelationships\nFailure to adapt to a child's\nchanging needs\nPhysical, sexual, emotional\nabuse, or neglect\nParental psychiatric illness\nParental criminality,\nalcoholism or personality\ndisorder\nDeath and loss - including\nloss of friendship\n14\nRisk factors\nProtective factors\nIn the school\nBullying including online\nClear policies on behaviour and\n(cyber)\nbullying\nDiscrimination\nStaff behaviour policy (also\nBreakdown in or lack of\nknown as code of conduct)\npositive friendships\n'Open door' policy for children to\nDeviant peer influences\nraise problems\nPeer pressure\nA whole-school approach to\nPeer on peer abuse\npromoting good mental health\nPoor pupil to teacher/school\nGood pupil to teacher/school staff\nstaff relationships\nrelationships\nPositive classroom management\nA sense of belonging\nPositive peer influences\nPositive friendships\nEffective safeguarding and Child\nProtection policies.\nAn effective early help process\nUnderstand their role in and be\n\nMental health and behaviour in schools - DfE advice\nOverview - Fabricated or induced illness - NHS advice\n165\nHomelessness\nHomelessness code of guidance for local authorities - Department for Levelling Up,\nHousing and Communities guidance\nInformation sharing\nGovernment information sharing advice - Guidance on information sharing for people\nwho provide safeguarding services to children, young people, parents and carers.\nInformation Commissioner's Office: Data sharing information hub - Information to help\nschools and colleges comply with UK data protection legislation including UK GDPR.\nOnline safety advice\nChildnet - Provides guidance for schools on cyberbullying\nEducateagainsthate - Provides practical advice and support on protecting children from\nextremism and radicalisation\nLondon Grid for Learning - Provides advice on all aspects of a school or college's online\nsafety arrangements\nNSPCC E-safety for schools - Provides advice, templates, and tools on all aspects of a""]",0.8,0.7791791928117172
147,SEMH,How can schools support pupils who struggle with attendance or motivation after a significant change at home or school?,"Schools can support pupils who struggle with attendance or motivation by establishing a consistent and predictable daily routine that provides a sense of security and stability. Staff may also consider offering one-to-one meetings or regular check-ins to discuss any concerns or difficulties the pupil is facing, allowing them to feel heard and understood. It's essential to involve parents/carers in these discussions to ensure a collaborative approach to supporting the pupil.","[""general powers. Where interventions or targeted support have not been successful in\nimproving a pupil's behaviour, off-site direction should be used to arrange time limited\nplacements at an alternative provision or another mainstream school. During the off-site\ndirection to another school, a pupil must be recorded in the attendance register using\ncode D. This code is used to indicate that the pupil is absent with leave to attend the\nother school at which they are registered. Further information on how schools record\npupils who are absent from the school site for certain educational activities or to attend\nother schools or settings can be found in the attendance guidance: Working together to\nimprove school attendance.\n37. When possible, in school interventions or targeted support from alternative provision\nschools should be used to meet a pupil's individual needs and circumstances - whether\nbehavioural or special educational.\n\ncomplete picture of their child's school. By 2029, government\nexpects every school to monitor pupils' sense of belonging and\nengagement so that more children - including those who are\ndisadvantaged or have SEND - will feel a sense of belonging in\nschool.\nGovernment will work closely with schools, trusts, local authorities,\ncommunities, families and family-facing organisations to establish\nminimum expectations that supports the creation of meaningful\nhome-to-school partnerships. These principles will make clear what\nfamilies can expect from schools, and what schools will expect of\nfamilies in return.\n11 of 17\n4/11/26, 4:08 PM\nSchools White Paper, Every child achieving and thriving - LGA briefing | Local Government Association\nLocal authorities, as well as schools, play a critical role in\nsupporting attendance. The government has been working across\nthe country to strengthen school attendance support teams and\nimplement an approach based on 'support first', with most local\n\nprogress, and engage effectively and respectfully with schools.\nSupporting effective transitions between early years, schools and key stages,\nand into post-16 provision, including in how families can support effective\ntransitions.\nEmpowering families to support learning at home by signposting practical\nguidance, support, and resources.\nCreating a strong school culture with regular opportunities for families to be\npart of school life. Parent-led groups, such as Parent Teacher Associations, can\nplay an important role in school life, supporting parents and the wider school\ncommunity.\nWe will support schools to continue to build on existing good practice with more\ntargeted approaches to identify and implement appropriate support to build trusting\nrelationships and support parents to overcome barriers. Our reforms to provision for\nchildren with SEND will help schools identify evidence-based approaches for inclusive""]",1.0,0.9075865455548638
148,SEMH,What are the best ways to incorporate 'Mindfulness' into the school day?,"Staff may consider incorporating mindfulness into the school day through short, regular breaks, such as a 5-10 minute morning meditation or breathing exercise. The school can also encourage pupils to engage in mindful movement activities, like yoga or tai chi, during physical education lessons or as part of a lunchtime club. It is essential to ensure that any mindfulness activity is adapted to meet the needs and abilities of all pupils, including those with special educational needs.","[""may show promise in schools in raising mental health and wellbeing outcomes including\nthe Strategies for Safety and Wellbeing in primary and secondary schools, Relaxation\ntechniques (for primary schools only) and Mindfulness-based exercises (for secondary\nschools only). The Guide and YAM (both in secondary schools) are not recommended\ndue to lack of a clear impact on key outcomes, and because there were indications that\nthey may cause harm to some groups of pupils. The evidence also demonstrates the\nimportance of high-quality implementation of interventions, choosing interventions with\nevidence of effectiveness and appropriate for the phase of education and embedding\nprogrammes within a wider, holistic approach to mental health and wellbeing promotion\nand support monitoring the implementation of programmes.\nClassroom-level support strategies summary\nUse of praise\nOffering instructional choice\nProviding additional opportunities to engage in discussions\nProviding hands-on activities\n\nprogrammes. As such, these interventions are likely best suited for specialist 'tier 3'\nprovision, where intensive, individualised support is required.\nMindfulness training has been shown to improve mental health outcomes, such as stress,\ndepression, and anxiety in children and young people (Kallapiran et al., 2015). While it\nmay also help with attention and on-task behaviour, the evidence for these effects is\nweaker. Another rapid evidence assessment (Carroll et al., 2017) found that mindfulness\ntraining may lead to small benefits for attention and on-task behaviour but there was no\nevidence of impact on academic performance or behaviour. Additionally, the number of\nsessions needed varied. However, caution should be taken when using this tool as\nstudies have found that mindfulness training can sometimes lead to worse outcomes in\nhyperactivity/inattention and emotional problems (e.g., Kuyken et al., 2022). For example,\n\nhyperactivity/inattention and emotional problems (e.g., Kuyken et al., 2022). For example,\nit is possible that mindfulness could lead children and young people to be more aware of\ntheir negative thoughts and feelings. However, the specific factors that may impact this\n46\nare not currently well-known. More research is needed to determine whether mindfulness\ncould be a scalable tool to improve academic related outcomes.\nTargeted self-regulation and organisational interventions summary\nSelf-monitoring strategies\nSetting and monitoring goals\nSelf-Regulated Strategy Development (SRSD) programmes\nOrganisation skills training\nMindfulness techniques should be used with caution\nReading interventions\nStudents with SEMH needs often experience poor reading outcomes compared to their\npeers and may be poor responders when participating in reading interventions (e.g.,\nBoon et al., 2020; Garwood et al., 2014; Jacobson et al., 2013; Lane, 2007). It has also""]",1.0,0.9209694950497146
